,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
7029,"frozenset({'mood_swings', 'diarrhoea'})",frozenset({'muscle_weakness'}),0.02195121951219512,0.06951219512195123,0.02195121951219512,1.0,14.3859649122807,1.0,0.02042534205829863,inf,0.9513715710723191,0.31578947368421045,1.0,0.6578947368421052
7049,"frozenset({'palpitations', 'diarrhoea'})",frozenset({'muscle_weakness'}),0.02195121951219512,0.06951219512195123,0.02195121951219512,1.0,14.3859649122807,1.0,0.02042534205829863,inf,0.9513715710723191,0.31578947368421045,1.0,0.6578947368421052
7052,"frozenset({'restlessness', 'diarrhoea'})",frozenset({'muscle_weakness'}),0.02195121951219512,0.06951219512195123,0.02195121951219512,1.0,14.3859649122807,1.0,0.02042534205829863,inf,0.9513715710723191,0.31578947368421045,1.0,0.6578947368421052
7057,"frozenset({'weight_loss', 'diarrhoea'})",frozenset({'muscle_weakness'}),0.02195121951219512,0.06951219512195123,0.02195121951219512,1.0,14.3859649122807,1.0,0.02042534205829863,inf,0.9513715710723191,0.31578947368421045,1.0,0.6578947368421052
7544,"frozenset({'excessive_hunger', 'mood_swings'})",frozenset({'muscle_weakness'}),0.02195121951219512,0.06951219512195123,0.02195121951219512,1.0,14.3859649122807,1.0,0.02042534205829863,inf,0.9513715710723191,0.31578947368421045,1.0,0.6578947368421052
9153,"frozenset({'mood_swings', 'palpitations'})",frozenset({'muscle_weakness'}),0.02195121951219512,0.06951219512195123,0.02195121951219512,1.0,14.3859649122807,1.0,0.02042534205829863,inf,0.9513715710723191,0.31578947368421045,1.0,0.6578947368421052
9156,"frozenset({'mood_swings', 'restlessness'})",frozenset({'muscle_weakness'}),0.02195121951219512,0.06951219512195123,0.02195121951219512,1.0,14.3859649122807,1.0,0.02042534205829863,inf,0.9513715710723191,0.31578947368421045,1.0,0.6578947368421052
9159,"frozenset({'sweating', 'mood_swings'})",frozenset({'muscle_weakness'}),0.02195121951219512,0.06951219512195123,0.02195121951219512,1.0,14.3859649122807,1.0,0.02042534205829863,inf,0.9513715710723191,0.31578947368421045,1.0,0.6578947368421052
9162,"frozenset({'weight_loss', 'mood_swings'})",frozenset({'muscle_weakness'}),0.02195121951219512,0.06951219512195123,0.02195121951219512,1.0,14.3859649122807,1.0,0.02042534205829863,inf,0.9513715710723191,0.31578947368421045,1.0,0.6578947368421052
9260,"frozenset({'restlessness', 'palpitations'})",frozenset({'muscle_weakness'}),0.02195121951219512,0.06951219512195123,0.02195121951219512,1.0,14.3859649122807,1.0,0.02042534205829863,inf,0.9513715710723191,0.31578947368421045,1.0,0.6578947368421052
9265,"frozenset({'weight_loss', 'palpitations'})",frozenset({'muscle_weakness'}),0.02195121951219512,0.06951219512195123,0.02195121951219512,1.0,14.3859649122807,1.0,0.02042534205829863,inf,0.9513715710723191,0.31578947368421045,1.0,0.6578947368421052
9268,"frozenset({'sweating', 'restlessness'})",frozenset({'muscle_weakness'}),0.02195121951219512,0.06951219512195123,0.02195121951219512,1.0,14.3859649122807,1.0,0.02042534205829863,inf,0.9513715710723191,0.31578947368421045,1.0,0.6578947368421052
3480,frozenset({'Pneumonia'}),"frozenset({'sweating', 'breathlessness'})",0.024390243902439025,0.06341463414634146,0.02195121951219512,0.8999999999999999,14.19230769230769,1.0,0.020404521118381914,9.365853658536576,0.9527777777777777,0.3333333333333333,0.8932291666666665,0.6230769230769231
3625,frozenset({'Tuberculosis'}),"frozenset({'sweating', 'breathlessness'})",0.024390243902439025,0.06341463414634146,0.02195121951219512,0.8999999999999999,14.19230769230769,1.0,0.020404521118381914,9.365853658536576,0.9527777777777777,0.3333333333333333,0.8932291666666665,0.6230769230769231
5409,frozenset({'rusty_sputum'}),"frozenset({'sweating', 'breathlessness'})",0.024390243902439025,0.06341463414634146,0.02195121951219512,0.8999999999999999,14.19230769230769,1.0,0.020404521118381914,9.365853658536576,0.9527777777777777,0.3333333333333333,0.8932291666666665,0.6230769230769231
1531,frozenset({'Dengue'}),"frozenset({'fatigue', 'joint_pain'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
2171,frozenset({'Hepatitis E'}),"frozenset({'abdominal_pain', 'joint_pain'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
3458,frozenset({'Pneumonia'}),"frozenset({'chest_pain', 'breathlessness'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
3467,frozenset({'Pneumonia'}),"frozenset({'fatigue', 'breathlessness'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
3502,frozenset({'Pneumonia'}),"frozenset({'sweating', 'chest_pain'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
3594,frozenset({'Tuberculosis'}),"frozenset({'chest_pain', 'breathlessness'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
3603,frozenset({'Tuberculosis'}),"frozenset({'fatigue', 'breathlessness'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
3606,frozenset({'Tuberculosis'}),"frozenset({'fever', 'breathlessness'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
3667,frozenset({'Tuberculosis'}),"frozenset({'sweating', 'chest_pain'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
3795,frozenset({'Tuberculosis'}),"frozenset({'sweating', 'fever'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
3992,frozenset({'Typhoid'}),"frozenset({'fever', 'diarrhoea'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
4200,frozenset({'coma'}),"frozenset({'abdominal_pain', 'joint_pain'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
5259,frozenset({'rusty_sputum'}),"frozenset({'chest_pain', 'breathlessness'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
5342,frozenset({'rusty_sputum'}),"frozenset({'fatigue', 'breathlessness'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
5358,frozenset({'rusty_sputum'}),"frozenset({'fever', 'breathlessness'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
5835,frozenset({'rusty_sputum'}),"frozenset({'sweating', 'chest_pain'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
6965,frozenset({'hepatitis A'}),"frozenset({'fever', 'diarrhoea'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
7978,frozenset({'pain_behind_the_eyes'}),"frozenset({'fatigue', 'joint_pain'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
8250,frozenset({'hepatitis A'}),"frozenset({'fever', 'joint_pain'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
8426,frozenset({'rusty_sputum'}),"frozenset({'sweating', 'fever'})",0.024390243902439025,0.06707317073170732,0.023170731707317073,0.95,14.163636363636362,1.0,0.021534800713860797,18.658536585365837,0.9526315789473684,0.33928571428571425,0.9464052287581699,0.6477272727272727
2,frozenset({'(vertigo) Paroymsal  Positional Vertigo'}),frozenset({'vertigo'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
196,frozenset({'Hypothyroidism'}),frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
231,frozenset({'Migraine'}),frozenset({'visual_disturbances'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
272,frozenset({'Tuberculosis'}),frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
459,frozenset({'enlarged_thyroid'}),frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
622,frozenset({'rusty_sputum'}),frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
2886,"frozenset({'abnormal_menstruation', 'Hypothyroidism'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
2964,"frozenset({'depression', 'Hypothyroidism'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
3023,"frozenset({'enlarged_thyroid', 'Hypothyroidism'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
3027,"frozenset({'fatigue', 'Hypothyroidism'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
3031,"frozenset({'irritability', 'Hypothyroidism'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
3039,"frozenset({'nail_abnormalities', 'Hypothyroidism'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
3075,frozenset({'Hypothyroidism'}),"frozenset({'fatigue', 'irritability'})",0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
3351,"frozenset({'Migraine', 'indigestion'})",frozenset({'visual_disturbances'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
3648,frozenset({'Tuberculosis'}),"frozenset({'fever', 'chest_pain'})",0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
3668,"frozenset({'chest_pain', 'Tuberculosis'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
3770,"frozenset({'fatigue', 'Tuberculosis'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
3772,frozenset({'Tuberculosis'}),"frozenset({'fatigue', 'swollen_lymph_nodes'})",0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
3796,"frozenset({'fever', 'Tuberculosis'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
3821,"frozenset({'jaundice', 'Tuberculosis'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
3844,"frozenset({'loss_of_appetite', 'Tuberculosis'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
3862,"frozenset({'Tuberculosis', 'phlegm'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
3878,"frozenset({'rusty_sputum', 'Tuberculosis'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
4480,"frozenset({'abnormal_menstruation', 'depression'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
4541,"frozenset({'abnormal_menstruation', 'enlarged_thyroid'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
4550,"frozenset({'abnormal_menstruation', 'nail_abnormalities'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
5663,frozenset({'rusty_sputum'}),"frozenset({'fever', 'chest_pain'})",0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
5710,"frozenset({'jaundice', 'chest_pain'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
5726,"frozenset({'loss_of_appetite', 'chest_pain'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
5836,"frozenset({'rusty_sputum', 'chest_pain'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
6839,"frozenset({'enlarged_thyroid', 'depression'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
6843,"frozenset({'fatigue', 'depression'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
6850,"frozenset({'nail_abnormalities', 'depression'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
7337,"frozenset({'fatigue', 'enlarged_thyroid'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
7340,"frozenset({'irritability', 'enlarged_thyroid'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
7348,"frozenset({'nail_abnormalities', 'enlarged_thyroid'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
7359,"frozenset({'fatigue', 'nail_abnormalities'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
7378,"frozenset({'nail_abnormalities', 'irritability'})",frozenset({'edema'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
7404,frozenset({'enlarged_thyroid'}),"frozenset({'fatigue', 'irritability'})",0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
8175,"frozenset({'fatigue', 'rusty_sputum'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
8177,frozenset({'rusty_sputum'}),"frozenset({'fatigue', 'swollen_lymph_nodes'})",0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
8427,"frozenset({'fever', 'rusty_sputum'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
8902,"frozenset({'jaundice', 'phlegm'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
8917,"frozenset({'rusty_sputum', 'jaundice'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
9020,"frozenset({'loss_of_appetite', 'phlegm'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
9035,"frozenset({'rusty_sputum', 'loss_of_appetite'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
9422,"frozenset({'rusty_sputum', 'phlegm'})",frozenset({'swollen_lymph_nodes'}),0.024390243902439025,0.07073170731707316,0.024390243902439025,1.0,14.13793103448276,1.0,0.02266508030933968,inf,0.9524999999999999,0.3448275862068965,1.0,0.6724137931034483
399,frozenset({'cold_extremities'}),frozenset({'edema'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
463,frozenset({'weight_gain'}),frozenset({'edema'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
638,"frozenset({'(vertigo) Paroymsal  Positional Vertigo', 'headache'})",frozenset({'vertigo'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
643,"frozenset({'nausea', '(vertigo) Paroymsal  Positional Vertigo'})",frozenset({'vertigo'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
650,"frozenset({'(vertigo) Paroymsal  Positional Vertigo', 'vomiting'})",frozenset({'vertigo'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
2923,"frozenset({'cold_extremities', 'Hypothyroidism'})",frozenset({'edema'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
2993,"frozenset({'dizziness', 'Hypothyroidism'})",frozenset({'edema'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
3035,"frozenset({'mood_swings', 'Hypothyroidism'})",frozenset({'edema'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
3044,"frozenset({'Hypothyroidism', 'weight_gain'})",frozenset({'edema'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
3308,"frozenset({'Migraine', 'depression'})",frozenset({'visual_disturbances'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
3326,"frozenset({'Migraine', 'excessive_hunger'})",frozenset({'visual_disturbances'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
3340,"frozenset({'Migraine', 'headache'})",frozenset({'visual_disturbances'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
3359,"frozenset({'Migraine', 'irritability'})",frozenset({'visual_disturbances'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
3362,"frozenset({'Migraine', 'stiffness'})",frozenset({'visual_disturbances'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
3627,"frozenset({'breathlessness', 'Tuberculosis'})",frozenset({'swollen_lymph_nodes'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
3705,"frozenset({'Tuberculosis', 'chills'})",frozenset({'swollen_lymph_nodes'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
3740,"frozenset({'Tuberculosis', 'cough'})",frozenset({'swollen_lymph_nodes'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
3893,"frozenset({'sweating', 'Tuberculosis'})",frozenset({'swollen_lymph_nodes'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
3904,"frozenset({'Tuberculosis', 'vomiting'})",frozenset({'swollen_lymph_nodes'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
3907,"frozenset({'weight_loss', 'Tuberculosis'})",frozenset({'swollen_lymph_nodes'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
4450,"frozenset({'abnormal_menstruation', 'cold_extremities'})",frozenset({'edema'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
4521,"frozenset({'abnormal_menstruation', 'dizziness'})",frozenset({'edema'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
4554,"frozenset({'abnormal_menstruation', 'weight_gain'})",frozenset({'edema'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
5374,"frozenset({'jaundice', 'breathlessness'})",frozenset({'swollen_lymph_nodes'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
5388,"frozenset({'loss_of_appetite', 'breathlessness'})",frozenset({'swollen_lymph_nodes'}),0.023170731707317073,0.07073170731707316,0.023170731707317073,1.0,14.13793103448276,1.0,0.021531826293872694,inf,0.9513108614232209,0.3275862068965517,1.0,0.6637931034482759
